"Periodo,""1.Dow Jones, EE.UU."",""2.Nasdaq, EE.UU."",""3.FTSE100, Reino Unido"",""4.Nikkei, Japón"",""5.CAC40, Francia"",""6.DAX, Alemania"",""7.KOSPI, Corea del Sur."",""8.CSI 300, China."",""9.FTSE Bursa Malaysia KLCI, Malasia."",""10.WIG, Polonia."",""11.MOEX Rusia, Rusia."",""12.Bangkok SET, Tailandia."",""13.TWSE, Taiwán, Provincia de China."",""14.BIST, Turquía."",""15.MERVAL, Argentina."",""16.IBOVESPA, Brasil."",""17.COLCAP, Colombia."",""18.S&P/BMV IPC , México."",""19.IGBVL, Perú."""
"23.May.1991,""2,900.04"",""489.60"",""2,482.80"",""25,643.65"",""1,813.71"",""1,652.71"",""624.89"","""",""611.60"","""","""",""800.73"",""6,158.17"",""0.40"",""303.34"",""0.10"","""","""",""40.25"""
"24.May.1991,""2,913.91"",""492.67"",""2,471.10"",""25,529.14"",""1,804.83"",""1,671.87"",""619.29"","""",""625.80"","""","""",""812.54"",""6,089.60"",""0.39"",""298.53"",""0.10"","""","""",""40.92"""
"27.May.1991,"""","""","""",""25,425.88"",""1,798.92"",""1,681.45"",""617.30"","""",""630.30"","""","""",""810.33"",""5,901.45"",""0.38"",""293.76"",""0.10"","""","""",""41.60"""
"28.May.1991,""2,958.86"",""497.17"",""2,479.70"",""25,390.67"",""1,807.81"",""1,682.14"",""613.82"","""","""",""956.50"","""","""",""5,939.17"",""0.36"",""293.04"",""0.10"","""","""",""41.82"""
"29.May.1991,""2,969.59"",""499.05"",""2,492.90"",""25,495.41"",""1,825.16"",""1,681.53"",""612.33"","""",""635.02"","""","""",""809.25"",""5,713.59"",""0.37"",""295.80"",""0.10"","""","""",""42.70"""
"30.May.1991,""3,000.45"",""503.19"",""2,491.20"",""25,647.40"",""1,837.09"","""",""613.74"","""",""633.90"","""","""",""802.88"",""5,597.24"",""0.36"",""295.97"","""","""","""",""43.57"""
"31.May.1991,""3,027.50"",""506.11"",""2,499.50"",""25,789.62"",""1,861.78"",""1,704.11"",""611.35"","""",""629.50"","""","""",""808.19"",""5,610.72"",""0.36"",""289.81"",""0.10"","""","""",""45.26"""
"03.Jun.1991,""3,035.33"",""507.10"",""2,515.80"",""25,912.61"",""1,865.66"",""1,694.11"",""605.11"","""",""631.40"","""","""",""803.41"",""5,709.27"",""0.36"",""270.20"",""0.10"","""","""",""45.26"""
"04.Jun.1991,""3,027.95"",""507.25"",""2,506.00"",""25,556.86"",""1,851.29"",""1,685.38"",""601.19"","""",""625.80"",""969.40"","""",""810.66"",""5,585.44"",""0.36"",""273.48"",""0.10"","""","""",""45.63"""
"05.Jun.1991,""3,005.37"",""505.20"",""2,521.50"",""25,289.57"",""1,862.92"",""1,712.76"",""613.31"","""","""","""","""",""818.06"",""5,676.19"",""0.36"",""265.88"",""0.10"","""","""",""45.97"""
"06.Jun.1991,""2,994.86"",""502.94"",""2,525.30"",""24,984.12"",""1,863.92"",""1,704.17"","""","""",""623.70"","""","""",""821.74"",""5,695.71"",""0.36"",""272.04"",""0.10"","""","""",""46.59"""
"07.Jun.1991,""2,976.74"",""498.54"",""2,506.20"",""25,035.11"",""1,852.51"",""1,709.64"",""604.07"","""",""620.40"","""","""",""820.70"",""5,805.56"",""0.36"",""284.25"",""0.10"","""","""",""47.10"""
"10.Jun.1991,""2,975.40"",""495.85"",""2,511.90"",""24,598.38"",""1,846.25"",""1,704.92"",""606.55"","""",""618.50"","""","""",""821.60"",""5,852.63"",""0.35"","""",""0.10"","""","""",""48.78"""
"11.Jun.1991,""2,985.91"",""496.62"",""2,542.60"",""24,662.59"",""1,874.81"",""1,715.80"",""607.85"","""",""621.71"",""960.40"","""",""815.91"",""5,851.16"",""0.37"",""275.64"",""0.10"","""","""",""49.56"""
"12.Jun.1991,""2,961.99"",""491.05"",""2,520.20"",""24,482.69"",""1,849.11"",""1,700.84"",""610.96"","""",""624.00"","""","""",""814.69"",""5,753.98"",""0.37"",""273.28"",""0.10"","""","""",""50.22"""
"13.Jun.1991,""2,965.12"",""491.14"",""2,514.60"",""24,808.17"",""1,847.24"",""1,692.63"",""610.05"","""",""624.70"","""","""",""811.00"",""5,775.55"",""0.38"",""264.70"",""0.10"","""","""",""49.63"""
"14.Jun.1991,""3,000.45"",""495.07"",""2,522.20"",""25,093.89"",""1,858.17"",""1,699.83"",""613.71"","""",""627.13"","""","""",""812.68"",""5,817.74"",""0.37"",""274.10"",""0.10"","""","""",""49.04"""
"17.Jun.1991,""2,993.96"",""494.32"",""2,524.10"",""24,943.09"",""1,844.85"",""1,701.07"",""608.77"","""",""630.80"","""","""",""803.81"",""5,925.19"",""0.37"",""260.97"",""0.10"","""","""",""48.71"""
"18.Jun.1991,""2,986.81"",""491.59"",""2,516.00"",""24,685.47"",""1,830.63"",""1,695.42"",""606.79"","""",""630.23"",""866.80"","""",""805.90"",""6,024.40"",""0.36"",""254.32"",""0.10"","""","""",""48.12"""
"19.Jun.1991,""2,955.50"",""485.36"",""2,484.90"",""23,996.75"",""1,798.19"",""1,683.03"",""604.27"","""",""628.04"","""","""",""792.64"",""6,029.78"",""0.35"",""262.35"",""0.10"","""","""",""47.49"""
"20.Jun.1991,""2,953.94"",""485.88"",""2,479.90"",""24,082.26"",""1,793.65"",""1,687.03"","""","""",""623.20"","""","""",""773.03"",""5,976.14"",""0.35"",""260.57"",""0.10"","""","""",""46.81"""
"21.Jun.1991,""2,965.56"",""485.82"",""2,487.30"",""24,275.08"",""1,806.63"",""1,711.86"",""597.69"","""",""624.44"","""","""",""773.54"",""6,033.24"",""0.36"",""254.25"",""0.10"","""","""",""46.98"""
"24.Jun.1991,""2,913.01"",""475.23"",""2,458.30"",""23,765.46"",""1,775.63"",""1,691.56"",""593.05"","""",""624.90"","""","""",""754.49"",""6,090.19"","""","""",""0.10"","""","""","""""
"25.Jun.1991,""2,910.11"",""473.30"",""2,461.10"",""23,907.42"",""1,775.53"",""1,691.56"",""595.21"","""",""623.07"",""850.20"","""",""749.82"",""5,872.74"","""",""244.31"",""0.10"","""","""",""46.77"""
"26.Jun.1991,""2,913.01"",""473.08"",""2,437.30"",""23,766.38"",""1,760.52"",""1,672.14"",""597.60"","""",""624.10"","""","""",""769.49"",""6,023.18"","""",""248.05"",""0.10"","""","""",""46.63"""
"27.Jun.1991,""2,934.93"",""476.24"",""2,452.50"",""23,543.03"",""1,767.99"",""1,666.09"",""602.61"","""",""622.69"","""","""",""767.39"",""5,931.26"",""0.35"",""270.23"",""0.10"","""","""",""46.30"""
"28.Jun.1991,""2,906.75"",""475.92"",""2,414.70"",""23,290.96"",""1,747.62"",""1,622.18"",""602.60"","""",""618.70"","""","""",""765.21"",""5,900.70"",""0.36"",""265.24"",""0.10"","""","""",""46.37"""
"01.Jul.1991,""2,958.41"",""481.31"",""2,443.60"",""24,108.76"",""1,772.81"",""1,625.20"",""616.90"","""",""615.70"","""","""","""","""",""0.36"",""269.75"",""0.10"","""","""",""46.57"""
"02.Jul.1991,""2,972.72"",""478.78"",""2,460.20"",""23,995.76"",""1,750.47"",""1,610.52"",""611.65"","""",""614.95"",""891.20"","""",""739.54"",""5,613.10"",""0.36"",""264.31"",""0.10"","""","""",""46.23"""
"03.Jul.1991,""2,934.70"",""474.32"",""2,448.10"",""23,373.47"",""1,718.02"",""1,614.41"",""602.83"","""",""608.20"","""","""",""722.66"",""5,604.69"",""0.36"",""258.18"",""0.10"","""","""",""46.34"""
"04.Jul.1991,"""","""",""2,470.40"",""23,135.61"",""1,708.05"",""1,616.11"",""603.37"","""",""606.01"","""","""",""712.57"",""5,607.21"",""0.36"",""258.87"",""0.10"","""","""",""46.63"""
"05.Jul.1991,""2,932.47"",""474.05"",""2,484.90"",""22,898.34"",""1,723.14"",""1,618.91"",""614.58"","""",""608.04"","""","""",""716.25"",""5,591.96"",""0.37"",""264.66"",""0.10"","""","""",""47.04"""
"08.Jul.1991,""2,961.99"",""479.51"",""2,466.90"",""22,176.17"",""1,714.30"",""1,605.04"",""617.18"","""",""604.84"","""","""",""726.34"",""5,318.01"",""0.37"",""262.15"",""0.10"","""","""",""46.93"""
"09.Jul.1991,""2,947.23"",""483.64"",""2,487.90"",""22,608.96"",""1,734.45"",""1,627.63"",""614.42"","""",""603.22"",""866.60"","""",""714.27"",""5,303.88"",""0.36"","""",""0.10"","""","""",""47.15"""
"10.Jul.1991,""2,944.77"",""487.17"",""2,508.40"",""23,121.30"",""1,757.38"",""1,634.74"",""614.15"","""",""605.99"","""","""",""698.89"",""5,456.80"",""0.36"",""260.88"",""0.10"","""","""",""46.87"""
"11.Jul.1991,""2,959.75"",""488.37"",""2,510.50"",""22,937.92"",""1,754.03"",""1,637.85"",""621.74"","""",""603.43"","""","""",""688.98"",""5,312.32"",""0.35"",""263.44"",""0.10"","""","""",""46.14"""
"12.Jul.1991,""2,980.77"",""492.71"",""2,497.40"",""23,137.78"",""1,754.29"",""1,644.76"",""631.78"","""",""599.20"","""","""",""672.89"",""5,327.10"",""0.35"",""272.01"",""0.10"","""","""",""46.08"""
"15.Jul.1991,""2,990.61"",""496.19"",""2,532.50"",""23,459.04"",""1,759.77"",""1,646.57"",""635.21"","""",""594.25"","""","""",""677.83"",""5,283.19"",""0.35"",""273.56"",""0.10"","""","""",""45.23"""
"16.Jul.1991,""2,983.90"",""493.60"",""2,557.00"",""23,375.15"",""1,755.51"",""1,643.85"",""636.14"","""",""595.28"",""834.40"","""",""677.44"",""5,173.75"",""0.35"",""268.17"",""0.10"","""","""",""44.62"""
"17.Jul.1991,""2,978.76"",""493.42"",""2,561.00"",""23,060.70"",""1,758.11"",""1,625.51"","""","""",""586.42"","""","""",""654.45"",""5,225.76"",""0.35"",""270.71"",""0.10"","""","""",""44.32"""
"18.Jul.1991,""3,016.32"",""496.80"",""2,547.30"",""22,908.71"","""",""1,618.33"",""651.27"","""",""589.54"","""","""",""642.00"",""5,229.99"",""0.34"",""273.30"",""0.10"","""","""",""44.23"""
"19.Jul.1991,""3,016.32"",""497.55"",""2,541.50"",""22,866.36"",""1,763.54"",""1,623.99"",""650.06"","""",""592.69"","""","""",""677.33"","""",""0.34"",""275.08"",""0.20"","""","""",""43.98"""
"22.Jul.1991,""3,012.97"",""494.99"",""2,558.50"",""22,705.29"",""1,762.78"",""1,623.03"",""659.49"","""",""595.85"","""","""",""710.61"",""4,895.84"",""0.33"",""283.85"",""0.20"","""","""",""43.61"""
"23.Jul.1991,""2,983.23"",""489.65"",""2,587.90"",""22,758.98"",""1,768.93"",""1,632.94"",""658.27"","""",""601.90"",""853.40"","""",""706.86"",""4,822.98"",""0.31"",""283.44"",""0.20"","""","""",""42.66"""
"24.Jul.1991,""2,966.23"",""487.42"",""2,580.70"",""23,297.47"",""1,778.07"",""1,621.69"",""666.10"","""",""601.30"","""","""",""720.43"",""5,005.91"",""0.31"",""285.22"",""0.20"","""","""",""42.60"""
"25.Jul.1991,""2,980.10"",""490.28"",""2,579.60"",""23,332.71"",""1,780.01"",""1,615.38"",""664.32"","""",""600.00"","""","""",""728.59"",""5,054.58"",""0.30"",""282.34"",""0.20"","""","""",""43.44"""
"26.Jul.1991,""2,972.50"",""492.69"",""2,589.50"",""23,519.07"",""1,767.66"",""1,605.64"",""674.34"","""",""605.50"","""","""",""742.41"",""4,957.09"",""0.31"",""273.04"",""0.20"","""","""",""44.59"""
"29.Jul.1991,""2,985.24"",""493.35"",""2,595.00"",""23,443.58"",""1,767.66"",""1,605.57"",""714.27"","""",""607.10"","""","""","""",""5,185.59"",""0.30"",""267.29"",""0.20"","""","""","""""
"30.Jul.1991,""3,016.32"",""498.27"",""2,595.60"",""23,872.63"",""1,757.90"",""1,614.93"",""734.48"","""",""602.10"",""825.10"","""",""743.95"",""5,227.83"",""0.29"",""263.88"",""0.20"","""","""",""45.56"""
"31.Jul.1991,""3,024.82"",""502.04"",""2,588.70"",""24,120.75"",""1,754.73"",""1,622.31"",""717.03"","""",""602.32"","""","""",""728.70"",""5,178.06"",""0.30"",""271.33"",""0.20"","""","""",""45.53"""
"01.Aug.1991,""3,017.67"",""504.15"",""2,591.70"",""24,072.73"",""1,766.81"",""1,622.56"",""714.95"","""",""600.75"","""","""",""711.39"",""5,141.41"",""0.33"",""280.47"",""0.20"","""","""",""45.56"""
"02.Aug.1991,""3,006.26"",""505.67"",""2,601.60"",""24,027.97"",""1,772.13"",""1,615.36"",""733.03"","""",""598.74"","""","""",""721.85"",""5,012.45"",""0.32"",""284.10"",""0.20"","""","""",""45.75"""
"05.Aug.1991,""2,989.04"",""502.61"",""2,585.40"",""23,833.25"",""1,764.31"",""1,622.03"",""758.18"","""",""593.16"","""","""",""709.35"",""4,881.65"",""0.31"",""304.99"",""0.20"","""","""",""45.86"""
"06.Aug.1991,""3,027.28"",""505.20"",""2,573.30"",""23,464.96"",""1,759.53"",""1,611.90"",""763.10"","""",""605.40"",""794.20"","""",""704.95"",""4,887.03"",""0.32"",""313.80"",""0.20"","""","""",""44.99"""
"07.Aug.1991,""3,026.61"",""507.46"",""2,597.40"",""23,691.02"",""1,782.44"",""1,630.21"",""741.67"","""",""579.37"","""","""",""705.99"",""4,838.20"",""0.32"",""318.01"",""0.20"","""","""",""44.26"""
"08.Aug.1991,""3,013.86"",""509.39"",""2,600.60"",""23,482.46"",""1,789.50"",""1,630.21"",""738.10"","""",""566.75"","""","""",""699.89"",""4,866.22"",""0.32"",""331.74"",""0.20"","""","""",""44.26"""
"09.Aug.1991,""2,996.20"",""508.31"",""2,570.60"",""23,434.62"",""1,783.54"",""1,632.21"",""745.13"","""",""565.45"","""","""",""702.92"",""5,142.00"",""0.33"",""342.65"",""0.20"","""","""",""44.17"""
"12.Aug.1991,""3,001.34"",""510.00"",""2,569.40"",""22,985.67"",""1,780.38"",""1,626.06"",""706.06"","""",""558.10"","""","""","""",""5,157.66"",""0.36"",""368.59"",""0.20"","""","""",""44.34"""
"13.Aug.1991,""3,008.72"",""514.40"",""2,584.90"",""22,872.00"",""1,808.84"",""1,644.72"",""709.67"","""",""560.49"",""771.60"","""",""689.76"",""5,104.43"",""0.36"",""353.98"",""0.20"","""","""",""44.09"""
"14.Aug.1991,""3,005.37"",""517.68"",""2,608.80"",""23,393.30"",""1,820.31"",""1,650.19"",""693.12"","""",""569.58"","""","""",""689.87"",""5,089.95"",""0.37"",""367.52"",""0.20"","""","""",""44.11"""
"15.Aug.1991,""2,998.43"",""515.67"",""2,617.20"",""23,018.68"","""",""1,654.29"","""","""",""550.92"","""","""",""699.22"",""4,967.90"",""0.37"",""405.37"",""0.20"","""","""",""44.44"""
"16.Aug.1991,""2,968.02"",""512.47"",""2,621.00"",""22,814.37"","""",""1,653.33"",""702.25"","""",""541.70"","""","""",""698.05"",""4,897.35"",""0.36"",""414.25"",""0.20"","""","""",""45.40"""
"19.Aug.1991,""2,898.03"",""497.64"",""2,540.50"",""21,456.76"",""1,687.54"",""1,541.24"",""669.62"","""",""505.47"","""","""",""665.70"",""4,650.35"",""0.33"",""423.84"",""0.20"","""","""",""45.14"""
"20.Aug.1991,""2,913.69"",""502.05"",""2,554.50"",""21,687.06"",""1,725.57"",""1,541.00"",""686.10"","""",""528.03"",""756.90"","""",""622.81"",""4,410.09"",""0.33"",""463.32"",""0.20"","""","""",""44.42"""
"21.Aug.1991,""3,001.79"",""517.97"",""2,601.90"",""22,051.60"",""1,792.87"",""1,570.82"",""690.06"","""",""526.19"","""","""",""650.92"",""4,393.18"",""0.33"",""519.63"",""0.20"","""","""",""44.20"""
"22.Aug.1991,""3,007.38"",""518.30"",""2,623.00"",""22,515.77"",""1,819.13"",""1,630.83"",""716.95"","""",""553.65"","""","""",""685.42"",""4,690.42"",""0.36"",""597.74"",""0.20"","""","""",""44.71"""
"23.Aug.1991,""3,040.25"",""521.06"",""2,640.70"",""22,065.34"",""1,833.45"",""1,627.24"",""701.68"","""",""543.49"","""","""",""676.37"",""4,527.37"",""0.35"",""550.85"",""0.20"","""","""",""45.10"""
"26.Aug.1991,""3,039.36"",""521.38"","""",""21,592.27"",""1,853.38"",""1,654.19"",""701.00"","""",""541.74"","""","""",""677.68"",""4,516.52"",""0.34"",""520.32"",""0.20"","""","""",""44.90"""
"27.Aug.1991,""3,026.16"",""521.75"",""2,619.80"",""21,641.30"",""1,849.67"",""1,647.12"",""690.34"","""",""541.01"",""739.70"","""",""683.35"",""4,411.60"",""0.35"",""484.33"",""0.20"","""","""",""44.09"""
"28.Aug.1991,""3,055.23"",""526.29"",""2,624.20"",""21,621.63"",""1,851.83"",""1,647.50"",""692.28"","""",""535.38"","""","""",""684.77"",""4,352.92"",""0.33"",""551.35"",""0.20"","""","""",""43.58"""
"29.Aug.1991,""3,049.64"",""526.39"",""2,638.20"",""22,002.17"",""1,857.74"",""1,655.50"",""685.44"","""",""545.80"","""","""",""693.21"",""4,358.95"",""0.33"",""604.32"",""0.20"","""","""",""44.39"""
"30.Aug.1991,""3,043.60"",""525.68"",""2,645.70"",""22,335.87"",""1,864.26"",""1,650.50"",""686.21"","""",""553.46"","""","""",""705.65"",""4,542.93"","""",""594.26"",""0.20"","""","""","""""
"02.Sep.1991,"""","""",""2,679.60"",""22,469.01"",""1,863.52"",""1,650.46"",""675.12"","""",""559.10"","""","""",""723.08"",""4,673.68"",""0.31"",""611.65"",""0.20"","""","""",""44.46"""
"03.Sep.1991,""3,017.67"",""520.91"",""2,669.00"",""22,469.80"",""1,873.18"",""1,655.64"",""675.67"","""",""560.05"",""725.80"","""",""720.78"",""4,625.59"",""0.32"",""585.86"",""0.20"","""","""",""44.66"""
"04.Sep.1991,""3,008.50"",""517.92"",""2,664.60"",""22,402.69"",""1,860.82"",""1,647.91"",""683.54"","""",""561.83"","""","""",""723.71"",""4,508.26"",""0.31"",""571.82"",""0.20"","""","""",""45.27"""
"05.Sep.1991,""3,008.50"",""516.93"",""2,663.30"",""22,499.65"",""1,868.67"",""1,647.17"",""674.81"","""",""562.50"","""","""",""723.06"",""4,515.37"",""0.30"",""619.11"",""0.20"","""","""",""45.53"""
"06.Sep.1991,""3,011.63"",""516.94"",""2,667.40"",""22,692.60"",""1,860.39"",""1,646.18"",""674.94"","""",""557.92"","""","""",""728.51"",""4,624.83"",""0.30"",""620.87"",""0.20"","""","""",""45.93"""
"09.Sep.1991,""3,007.16"",""518.07"",""2,653.20"",""22,573.98"",""1,855.88"",""1,633.06"",""689.25"","""",""559.16"","""","""",""734.07"",""4,707.80"",""0.30"",""601.27"",""0.20"","""","""",""45.57"""
"10.Sep.1991,""2,982.56"",""511.28"",""2,630.80"",""22,411.58"",""1,840.47"",""1,629.12"",""688.69"","""",""552.60"",""715.20"","""",""729.82"",""4,722.00"",""0.30"",""591.36"",""0.20"","""","""",""45.83"""
"11.Sep.1991,""2,987.03"",""514.76"",""2,626.60"",""22,504.79"",""1,842.56"",""1,628.19"",""690.71"","""",""548.78"","""","""",""722.59"",""4,668.49"",""0.31"",""550.70"",""0.30"","""","""",""46.33"""
"12.Sep.1991,""3,007.83"",""521.13"",""2,641.90"",""22,530.20"",""1,861.17"",""1,631.32"",""683.31"","""",""549.41"","""","""",""722.55"",""4,663.02"",""0.29"",""525.45"",""0.30"","""","""",""46.90"""
"13.Sep.1991,""2,985.69"",""516.71"",""2,625.80"",""23,134.43"",""1,876.19"",""1,637.62"",""680.85"","""",""544.66"","""","""",""715.57"",""4,544.47"",""0.28"",""534.33"",""0.30"","""","""",""48.47"""
"16.Sep.1991,""3,015.21"",""515.68"",""2,606.00"","""",""1,878.26"",""1,629.75"",""685.34"","""",""541.34"","""","""",""711.47"",""4,565.99"",""0.29"",""522.62"",""0.30"","""","""",""50.40"""
"17.Sep.1991,""3,013.19"",""515.17"",""2,594.40"",""23,443.61"",""1,878.42"",""1,634.55"",""682.95"","""",""536.32"",""692.80"","""",""711.20"",""4,532.25"",""0.28"",""515.83"",""0.30"","""","""",""52.69"""
"18.Sep.1991,""3,017.89"",""518.55"",""2,583.60"",""23,317.78"",""1,869.41"",""1,628.07"",""685.49"","""",""529.30"","""","""",""718.48"",""4,639.35"",""0.28"",""556.58"",""0.30"","""","""",""53.24"""
"19.Sep.1991,""3,024.37"",""522.67"",""2,588.70"",""23,332.31"",""1,880.36"",""1,620.70"",""683.70"","""",""524.20"","""","""",""703.88"",""4,593.32"",""0.28"",""585.99"",""0.30"","""","""",""53.79"""
"20.Sep.1991,""3,019.23"",""527.19"",""2,600.30"",""23,192.74"",""1,885.49"",""1,616.07"",""689.04"","""","""","""","""",""712.50"",""4,653.27"",""0.28"",""586.49"",""0.30"","""","""",""53.71"""
"23.Sep.1991,""3,010.51"",""524.69"",""2,579.50"","""",""1,888.35"",""1,614.16"","""","""",""520.57"","""","""",""704.84"",""4,741.45"",""0.29"",""565.87"",""0.30"","""","""",""53.92"""
"24.Sep.1991,""3,029.07"",""526.47"",""2,576.60"",""23,333.70"",""1,885.23"",""1,626.63"",""683.93"","""",""521.03"",""680.00"","""",""695.24"",""4,814.19"",""0.29"",""562.49"",""0.30"","""","""",""53.54"""
"25.Sep.1991,""3,021.02"",""527.82"",""2,597.80"",""23,577.42"",""1,877.93"",""1,625.41"",""680.30"","""",""523.08"","""","""",""691.88"",""4,790.68"",""0.29"",""598.37"",""0.30"","""","""",""53.26"""
"26.Sep.1991,""3,017.22"",""526.94"",""2,595.60"",""23,968.08"",""1,876.49"",""1,619.99"",""679.48"","""",""526.70"","""","""",""693.05"",""4,842.33"",""0.29"",""625.34"",""0.20"","""","""",""54.15"""
"27.Sep.1991,""3,006.04"",""524.48"",""2,599.00"",""23,969.47"",""1,883.80"",""1,608.14"",""685.21"","""",""530.70"","""","""",""685.51"",""4,851.50"",""0.29"",""621.00"",""0.20"","""","""",""55.42"""
"30.Sep.1991,""3,016.77"",""526.88"",""2,621.70"",""23,916.44"",""1,880.59"",""1,607.03"",""705.08"","""",""522.69"","""","""",""670.79"",""4,867.13"",""0.29"",""652.73"",""0.20"","""","""",""56.05"""
"01.Oct.1991,""3,018.34"",""528.51"",""2,645.60"",""24,377.01"",""1,887.37"",""1,609.62"",""706.63"","""",""521.81"",""678.50"","""",""665.93"",""4,858.44"",""0.29"",""703.82"",""0.30"","""","""",""56.94"""
"02.Oct.1991,""3,012.52"",""528.51"",""2,644.20"",""24,375.11"",""1,878.25"",""1,607.32"",""705.18"","""",""521.77"","""","""",""654.69"",""4,830.13"",""0.28"",""699.66"",""0.30"","""","""",""57.02"""
"03.Oct.1991,""2,984.79"",""520.51"",""2,625.60"",""24,711.44"",""1,867.11"","""","""","""",""518.20"","""","""",""643.99"",""4,726.15"",""0.28"",""705.85"",""0.30"","""","""",""57.35"""
"04.Oct.1991,""2,961.76"",""520.40"",""2,624.60"",""24,596.90"",""1,851.91"",""1,601.73"",""720.53"","""",""513.11"","""","""",""664.47"",""4,742.71"",""0.28"",""707.19"",""0.30"","""","""",""57.37"""
"07.Oct.1991,""2,942.75"",""516.20"",""2,596.20"",""24,330.83"",""1,843.58"",""1,588.66"",""713.88"","""",""508.25"","""","""",""645.56"",""4,817.65"",""0.28"",""745.87"",""0.30"","""","""",""57.49"""
"08.Oct.1991,""2,963.77"",""517.25"",""2,599.50"",""24,155.62"",""1,848.11"",""1,578.71"",""707.75"","""",""508.26"",""707.80"","""",""633.80"",""4,846.55"",""0.28"",""799.24"",""0.30"","""","""","""""
"09.Oct.1991,""2,946.33"",""513.81"",""2,584.10"",""24,485.26"",""1,843.43"",""1,567.22"",""709.38"","""",""508.22"","""","""",""634.76"",""4,825.48"",""0.27"",""718.70"",""0.30"","""","""",""58.18"""
"10.Oct.1991,""2,976.52"",""515.94"",""2,570.80"","""",""1,843.64"",""1,567.95"",""715.41"","""",""507.37"","""","""",""644.60"","""",""0.26"",""747.95"",""0.20"","""","""",""60.06"""
"11.Oct.1991,""2,983.68"",""518.77"",""2,555.00"",""24,157.72"",""1,833.82"",""1,568.42"",""708.30"","""",""510.36"","""","""",""639.08"",""4,813.20"",""0.25"",""811.77"",""0.30"","""","""",""61.32"""
"14.Oct.1991,""3,019.45"",""525.66"",""2,574.50"",""23,860.67"",""1,833.38"",""1,571.04"",""703.81"","""",""518.80"","""","""","""",""4,554.50"",""0.25"",""827.89"",""0.30"","""","""",""62.81"""
"15.Oct.1991,""3,041.37"",""534.11"",""2,576.70"",""24,307.65"",""1,856.89"",""1,585.04"",""700.18"","""",""514.59"",""771.80"","""","""",""4,568.61"",""0.26"",""806.67"",""0.30"","""","""",""64.84"""
"16.Oct.1991,""3,061.72"",""540.94"",""2,579.00"",""24,334.67"",""1,863.40"",""1,570.11"",""692.06"","""",""517.24"","""","""",""626.36"",""4,309.23"",""0.26"",""840.99"",""0.30"","""","""",""65.87"""
"17.Oct.1991,""3,053.00"",""536.27"",""2,588.70"",""24,439.85"",""1,855.47"",""1,564.51"",""695.76"","""",""517.59"","""","""",""614.08"",""4,304.04"",""0.26"",""821.17"",""0.30"","""","""",""66.57"""
